Ticket ID,Ticket Type,Ticket Class,Base Price,Age,Discount Category,Final Price,Journey Status,Refund Request,Delay Reason,Payment Method,Method,Start Station,End Station,Journey Date,Gender
TKT1006887,2 Hours,First Class,10,20,University Student,5.0,Delayed,No,Technical Issue,Card,Darb App,Al Worood,Al Dooh,2025-01-22,Male
TKT1006888,7 Days,First Class,100,28,University Student,50.0,Cancelled,Yes,,Apple Pay,Gate Payment,Manfouha,KSU,2025-04-02,Female
TKT1006889,3 Days,First Class,50,55,Adult,50.0,Cancelled,Yes,,Card,Ticket Office,King Saud,Alinma,2025-03-13,Female
TKT1006890,1 Month,First Class,350,38,Adult,350.0,Cancelled,Yes,,Apple Pay,Darb App,Al Nuzha,Manfouha,2025-02-22,Female
TKT1006891,1 Month,First Class,350,11,School Student,175.0,On Time,No,,Card,Darb App,KAFD,King Saud,2025-03-19,Male
TKT1006892,7 Days,Standard,40,41,Adult,40.0,Cancelled,Yes,,Card,TVM,Alinma,Al Worood,2025-04-05,Male
TKT1006893,2 Hours,First Class,10,80,Senior,5.0,Delayed,No,Technical Issue,Card,Ticket Office,Al Rabi,Qasr Al Hokm,2025-02-07,Female
TKT1006894,1 Month,First Class,350,67,Senior,175.0,Cancelled,Yes,,Card,TVM,Al Yarmouk,King Fahad Library,2024-12-13,Male
TKT1006895,3 Days,First Class,50,71,Senior,25.0,On Time,No,,Card,Ticket Office,National Museum,Al Oruba,2025-01-27,Female
TKT1006896,1 Month,Standard,140,25,University Student,70.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,Manfouha,Al Oruba,2025-04-22,Female
TKT1006897,2 Hours,Standard,4,9,School Student,2.0,Cancelled,Yes,,Card,Gate Payment,Al Muruj,KSU,2025-04-05,Female
TKT1006898,3 Days,First Class,50,63,Senior,25.0,On Time,No,,Cash,TVM,Ad Dar Al Baida,Al Muruj,2025-03-30,Male
TKT1006899,3 Days,Standard,20,3,Child,0.0,On Time,No,,Card,Darb App,Al Dhubab,Al Murabba,2025-05-01,Male
TKT1006900,1 Month,Standard,140,80,Senior,70.0,Delayed,No,Maintenance,Card,Darb App,Princess Nourah University,Al Muruj,2025-02-18,Female
TKT1006901,2 Hours,Standard,4,69,Senior,2.0,Cancelled,Yes,,Card,Darb App,King Fahad District 2,KKIA,2025-02-21,Female
TKT1006902,3 Days,First Class,50,26,University Student,25.0,Delayed,No,Maintenance,Card,Darb App,Al Yarmouk,Al Dooh,2025-04-05,Male
TKT1006903,7 Days,First Class,100,22,University Student,50.0,Delayed,No,Technical Issue,Apple Pay,Ticket Office,Al Murabba,Ad Dar Al Baida,2025-03-15,Male
TKT1006904,7 Days,First Class,100,47,Adult,100.0,On Time,No,,Card,Darb App,Al Yarmouk,King Fahad District,2025-03-29,Female
TKT1006905,2 Hours,Standard,4,80,Senior,2.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Al Nuzha,Al Batha,2025-03-09,Male
TKT1006906,2 Hours,Standard,4,8,School Student,2.0,On Time,No,,Card,Darb App,Alinma,KSU,2025-03-07,Female
TKT1006907,3 Days,First Class,50,77,Senior,25.0,Cancelled,Yes,,Apple Pay,Darb App,KKIA,Ghornata,2025-04-16,Male
TKT1006908,3 Days,Standard,20,55,Adult,20.0,Delayed,No,Technical Issue,Card,Gate Payment,National Museum,Alinma,2025-03-26,Male
TKT1006909,2 Hours,First Class,10,3,Child,0.0,Delayed,No,Technical Issue,Apple Pay,Ticket Office,Al Yarmouk,Al Oruba,2024-12-10,Female
TKT1006910,2 Hours,First Class,10,26,University Student,5.0,On Time,No,,Card,Gate Payment,Qasr Al Hokm,King Fahad District,2025-04-21,Female
TKT1006911,2 Hours,Standard,4,2,Child,0.0,Delayed,No,Technical Issue,Apple Pay,Darb App,Olaya,Al Oruba,2024-12-29,Female
TKT1006912,7 Days,Standard,40,48,Adult,40.0,Cancelled,Yes,,Apple Pay,TVM,Bank Albilad,Al Murabba,2025-02-15,Male
TKT1006913,3 Days,Standard,20,62,Senior,10.0,On Time,No,,Apple Pay,Gate Payment,Al Oruba,Imam University,2025-04-01,Female
TKT1006914,1 Month,Standard,140,46,Adult,140.0,Cancelled,Yes,,Cash,TVM,Al Yarmouk,Ministry of Interior,2025-03-14,Male
TKT1006915,2 Hours,Standard,4,26,University Student,2.0,On Time,No,,Apple Pay,Ticket Office,Qasr Al Hokm,KAFD,2025-01-25,Male
TKT1006916,1 Month,First Class,350,66,Senior,175.0,On Time,No,,Card,Gate Payment,Al Dhubab,National Museum,2024-12-02,Male
TKT1006917,1 Month,First Class,350,66,Senior,175.0,On Time,No,,Card,Ticket Office,Al Dooh,Olaya,2025-02-12,Female
TKT1006918,7 Days,Standard,40,11,School Student,20.0,On Time,No,,Apple Pay,Ticket Office,Al Oruba,KAFD,2025-02-22,Female
TKT1006919,2 Hours,Standard,4,39,Adult,4.0,Delayed,No,Technical Issue,Apple Pay,TVM,Bank Albilad,Al Worood,2024-12-09,Male
TKT1006920,3 Days,Standard,20,58,Adult,20.0,On Time,No,,Card,Gate Payment,KAFD,Bank Albilad,2025-02-03,Female
TKT1006921,3 Days,First Class,50,4,Child,0.0,On Time,No,,Apple Pay,Ticket Office,Princess Nourah University,King Fahad Library,2025-02-14,Female
TKT1006922,2 Hours,First Class,10,34,Adult,10.0,Delayed,No,Technical Issue,Card,Darb App,KKIA,Ad Dar Al Baida,2025-04-28,Female
TKT1006923,3 Days,Standard,20,26,University Student,10.0,Delayed,No,Technical Issue,Card,Darb App,Princess Nourah University,SABB,2024-12-01,Female
TKT1006924,1 Month,First Class,350,28,University Student,175.0,On Time,No,,Apple Pay,Darb App,Al Nuzha,Al Muruj,2025-03-02,Female
TKT1006925,1 Month,Standard,140,64,Senior,70.0,On Time,No,,Card,Gate Payment,Al Rabi,King Fahad District 2,2025-03-27,Male
TKT1006926,2 Hours,Standard,4,80,Senior,2.0,Delayed,No,Maintenance,Apple Pay,TVM,Bank Albilad,Al Oruba,2025-02-13,Male
TKT1006927,7 Days,Standard,40,70,Senior,20.0,On Time,No,,Apple Pay,Gate Payment,King Saud,Ad Dar Al Baida,2025-01-24,Male
TKT1006928,2 Hours,First Class,10,32,Adult,10.0,On Time,No,,Card,Ticket Office,King Saud,STC,2025-04-07,Male
TKT1006929,7 Days,First Class,100,52,Adult,100.0,On Time,No,,Apple Pay,TVM,Princess Nourah University,Al Murabba,2025-03-01,Male
TKT1006930,1 Month,First Class,350,66,Senior,175.0,Delayed,No,Technical Issue,Card,Ticket Office,Imam University,SABB,2025-05-05,Male
TKT1006931,3 Days,First Class,50,11,School Student,25.0,Cancelled,Yes,,Card,Darb App,King Fahad Library,Al Dooh,2025-02-03,Male
TKT1006932,2 Hours,First Class,10,72,Senior,5.0,On Time,No,,Apple Pay,Gate Payment,Bank Albilad,King Fahad District,2025-02-22,Female
TKT1006933,1 Month,Standard,140,58,Adult,140.0,On Time,No,,Apple Pay,Darb App,STC,Al Dooh,2025-03-25,Female
TKT1006934,7 Days,Standard,40,33,Adult,40.0,Cancelled,Yes,,Card,Ticket Office,STC,Alinma,2024-12-23,Female
TKT1006935,2 Hours,First Class,10,16,School Student,5.0,On Time,No,,Card,Gate Payment,Ministry of Interior,Al Dhubab,2024-12-31,Male
TKT1006936,2 Hours,First Class,10,51,Adult,10.0,Delayed,No,Maintenance,Card,Ticket Office,Princess Nourah University,Al Rabi,2025-03-03,Female
TKT1006937,7 Days,First Class,100,65,Senior,50.0,On Time,No,,Card,Ticket Office,KKIA,Al Rabi,2025-04-04,Male
TKT1006938,3 Days,Standard,20,30,University Student,10.0,On Time,No,,Apple Pay,Ticket Office,Ghornata,KKIA,2025-04-08,Female
TKT1006939,2 Hours,First Class,10,68,Senior,5.0,On Time,No,,Card,Darb App,Al Batha,Al Nuzha,2025-02-19,Male
TKT1006940,3 Days,First Class,50,44,Adult,50.0,On Time,No,,Card,TVM,KSU,Al Yarmouk,2024-12-15,Female
TKT1006941,7 Days,First Class,100,44,Adult,100.0,On Time,No,,Card,TVM,Al Aziziyah,West Station,2025-03-21,Male
TKT1006942,1 Month,First Class,350,47,Adult,350.0,Delayed,No,Technical Issue,Card,Gate Payment,Al Muruj,Imam University,2024-12-08,Female
TKT1006943,1 Month,Standard,140,73,Senior,70.0,On Time,No,,Card,TVM,Princess Nourah University,King Fahad Library,2024-12-19,Male
TKT1006944,2 Hours,First Class,10,38,Adult,10.0,Cancelled,Yes,,Cash,TVM,Imam University,King Fahad District 2,2025-02-22,Male
TKT1006945,7 Days,Standard,40,78,Senior,20.0,Cancelled,Yes,,Cash,TVM,SABB,Olaya,2025-04-11,Female
TKT1006946,2 Hours,First Class,10,2,Child,0.0,Cancelled,Yes,,Card,Gate Payment,Al Dhubab,KAFD,2025-01-23,Male
TKT1006947,1 Month,First Class,350,50,Adult,350.0,Delayed,No,Maintenance,Apple Pay,TVM,Manfouha,Al Aziziyah,2025-02-18,Female
TKT1006948,2 Hours,First Class,10,67,Senior,5.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,KAFD,Imam University,2025-04-10,Male
TKT1006949,7 Days,First Class,100,62,Senior,50.0,Cancelled,Yes,,Apple Pay,Darb App,Ghornata,King Fahad District,2024-12-22,Female
TKT1006950,7 Days,First Class,100,38,Adult,100.0,On Time,No,,Apple Pay,Gate Payment,Al Muruj,Qasr Al Hokm,2024-12-01,Female
TKT1006951,1 Month,Standard,140,44,Adult,140.0,Delayed,No,Maintenance,Cash,TVM,Olaya,King Fahad District,2024-12-29,Male
TKT1006952,2 Hours,First Class,10,30,University Student,5.0,Delayed,No,Technical Issue,Apple Pay,Darb App,Qasr Al Hokm,Alinma,2024-12-03,Male
TKT1006953,3 Days,Standard,20,2,Child,0.0,On Time,No,,Apple Pay,Darb App,Princess Nourah University,Al Rabi,2025-01-16,Female
TKT1006954,7 Days,Standard,40,39,Adult,40.0,Cancelled,Yes,,Apple Pay,TVM,Al Oruba,Al Yarmouk,2025-02-22,Male
TKT1006955,7 Days,First Class,100,40,Adult,100.0,Delayed,No,Technical Issue,Card,Ticket Office,Al Yarmouk,Olaya,2025-01-15,Female
TKT1006956,7 Days,Standard,40,60,Senior,20.0,Delayed,No,Maintenance,Card,Ticket Office,Sulaimaniah,Imam University,2025-02-28,Male
TKT1006957,1 Month,Standard,140,39,Adult,140.0,On Time,No,,Card,Gate Payment,West Station,STC,2024-12-22,Male
TKT1006958,7 Days,First Class,100,34,Adult,100.0,On Time,No,,Apple Pay,Darb App,Al Muruj,Al Yarmouk,2025-01-26,Female
TKT1006959,2 Hours,First Class,10,60,Senior,5.0,On Time,No,,Card,Gate Payment,Ghornata,Alinma,2025-04-18,Female
TKT1006960,3 Days,First Class,50,58,Adult,50.0,Cancelled,Yes,,Cash,TVM,Ghornata,Al Oruba,2025-04-26,Male
TKT1006961,7 Days,First Class,100,80,Senior,50.0,Cancelled,Yes,,Apple Pay,Ticket Office,Al Batha,King Fahad Library,2025-02-06,Male
TKT1006962,2 Hours,First Class,10,66,Senior,5.0,Delayed,No,Technical Issue,Apple Pay,Gate Payment,Alinma,Bank Albilad,2025-01-07,Female
TKT1006963,2 Hours,Standard,4,44,Adult,4.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,Manfouha,Qasr Al Hokm,2025-01-21,Female
TKT1006964,2 Hours,Standard,4,63,Senior,2.0,Delayed,No,Technical Issue,Apple Pay,TVM,Al Rabi,King Fahad Library,2025-01-15,Male
TKT1006965,7 Days,Standard,40,63,Senior,20.0,On Time,No,,Cash,TVM,Al Rabi,Al Murabba,2025-02-02,Female
TKT1006966,7 Days,Standard,40,65,Senior,20.0,On Time,No,,Card,Darb App,KAFD,STC,2025-01-23,Female
TKT1006967,2 Hours,First Class,10,67,Senior,5.0,Delayed,No,Technical Issue,Apple Pay,Darb App,Olaya,KSU,2025-02-13,Male
TKT1006968,1 Month,First Class,350,34,Adult,350.0,On Time,No,,Cash,Ticket Office,Alinma,Al Dhubab,2025-02-22,Male
TKT1006969,7 Days,Standard,40,46,Adult,40.0,On Time,No,,Cash,TVM,Ad Dar Al Baida,Al Batha,2025-04-28,Female
TKT1006970,3 Days,First Class,50,25,University Student,25.0,On Time,No,,Card,Gate Payment,Al Aziziyah,KKIA,2025-04-08,Male
TKT1006971,3 Days,Standard,20,57,Adult,20.0,Delayed,No,Technical Issue,Apple Pay,Ticket Office,Al Worood,Al Nuzha,2025-02-22,Female
TKT1006972,1 Month,First Class,350,22,University Student,175.0,Delayed,No,Maintenance,Card,Gate Payment,Ghornata,National Museum,2025-01-30,Female
TKT1006973,2 Hours,Standard,4,68,Senior,2.0,Delayed,No,Maintenance,Card,Gate Payment,Al Murabba,Al Rabi,2025-02-22,Female
TKT1006974,7 Days,Standard,40,78,Senior,20.0,Cancelled,Yes,,Card,Darb App,Manfouha,Olaya,2025-03-01,Male
TKT1006975,2 Hours,Standard,4,37,Adult,4.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,King Saud,Al Aziziyah,2025-04-15,Female
TKT1006976,1 Month,Standard,140,18,School Student,70.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Al Dooh,Al Yarmouk,2025-03-29,Male
TKT1006977,7 Days,First Class,100,51,Adult,100.0,Delayed,No,Technical Issue,Card,TVM,Al Muruj,Al Nuzha,2025-01-24,Male
TKT1006978,1 Month,First Class,350,10,School Student,175.0,On Time,No,,Cash,Ticket Office,KKIA,Ghornata,2025-03-10,Female
TKT1006979,3 Days,First Class,50,19,University Student,25.0,Cancelled,Yes,,Apple Pay,Ticket Office,King Fahad District 2,Ad Dar Al Baida,2025-04-18,Female
TKT1006980,2 Hours,Standard,4,46,Adult,4.0,On Time,No,,Apple Pay,Darb App,King Fahad District,Bank Albilad,2025-03-29,Female
TKT1006981,7 Days,Standard,40,25,University Student,20.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Imam University,Ghornata,2025-01-28,Female
TKT1006982,2 Hours,First Class,10,43,Adult,10.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,King Saud,Al Oruba,2025-02-08,Male
TKT1006983,3 Days,First Class,50,70,Senior,25.0,On Time,No,,Apple Pay,Darb App,Olaya,King Saud,2025-02-04,Female
TKT1006984,3 Days,Standard,20,28,University Student,10.0,Delayed,No,Maintenance,Card,Gate Payment,Alinma,Ministry of Interior,2024-12-03,Male
TKT1006985,3 Days,First Class,50,52,Adult,50.0,On Time,No,,Card,Gate Payment,Imam University,King Fahad Library,2024-12-04,Male
TKT1006986,7 Days,Standard,40,42,Adult,40.0,Delayed,No,Maintenance,Apple Pay,TVM,Al Dooh,King Fahad District 2,2025-03-30,Male
TKT1006987,3 Days,First Class,50,14,School Student,25.0,On Time,No,,Apple Pay,Ticket Office,Olaya,KSU,2025-02-12,Female
TKT1006988,3 Days,First Class,50,38,Adult,50.0,On Time,No,,Apple Pay,TVM,Al Dhubab,Sulaimaniah,2025-04-04,Male
TKT1006989,3 Days,Standard,20,9,School Student,10.0,Cancelled,Yes,,Apple Pay,TVM,Imam University,Al Murabba,2025-02-22,Female
TKT1006990,7 Days,First Class,100,60,Senior,50.0,Delayed,No,Technical Issue,Card,Ticket Office,SABB,Al Nuzha,2025-03-12,Male
TKT1006991,7 Days,First Class,100,61,Senior,50.0,Cancelled,Yes,,Card,Gate Payment,Al Yarmouk,KSU,2025-01-30,Female
TKT1006992,1 Month,First Class,350,2,Child,0.0,On Time,No,,Apple Pay,Ticket Office,Ad Dar Al Baida,King Fahad Library,2024-12-04,Male
TKT1006993,1 Month,Standard,140,10,School Student,70.0,Cancelled,Yes,,Apple Pay,Darb App,Sulaimaniah,Ministry of Interior,2025-04-20,Female
TKT1006994,7 Days,Standard,40,51,Adult,40.0,Delayed,No,Maintenance,Apple Pay,Darb App,Al Murabba,SABB,2024-12-16,Female
TKT1006995,7 Days,First Class,100,65,Senior,50.0,Delayed,No,Technical Issue,Apple Pay,TVM,Bank Albilad,Al Aziziyah,2024-12-28,Female
TKT1006996,1 Month,First Class,350,19,University Student,175.0,Cancelled,Yes,,Apple Pay,Darb App,KKIA,Ad Dar Al Baida,2025-01-02,Male
TKT1006997,2 Hours,Standard,4,33,Adult,4.0,Delayed,No,Technical Issue,Apple Pay,Darb App,Al Dhubab,Al Murabba,2024-12-15,Female
TKT1006998,1 Month,Standard,140,2,Child,0.0,Delayed,No,Maintenance,Card,Darb App,KAFD,Ministry of Interior,2025-04-08,Female
TKT1006999,3 Days,First Class,50,9,School Student,25.0,Cancelled,Yes,,Apple Pay,TVM,Al Batha,KSU,2025-02-16,Female
TKT1007000,1 Month,Standard,140,61,Senior,70.0,Delayed,No,Technical Issue,Card,Ticket Office,Al Nuzha,Al Dhubab,2025-02-22,Male
TKT1007001,1 Month,First Class,350,66,Senior,175.0,Delayed,No,Technical Issue,Card,Darb App,King Saud,Al Worood,2025-03-15,Male
TKT1007002,2 Hours,First Class,10,63,Senior,5.0,Cancelled,Yes,,Apple Pay,Darb App,Ministry of Interior,Al Murabba,2024-12-02,Female
TKT1007003,1 Month,First Class,350,13,School Student,175.0,Cancelled,Yes,,Card,Gate Payment,SABB,Ad Dar Al Baida,2025-02-22,Male
TKT1007004,1 Month,First Class,350,65,Senior,175.0,On Time,No,,Card,Darb App,King Fahad Library,KAFD,2024-12-26,Male
TKT1007005,7 Days,Standard,40,9,School Student,20.0,Delayed,No,Technical Issue,Card,Darb App,Al Dhubab,Ministry of Interior,2025-04-06,Male
TKT1007006,2 Hours,Standard,4,66,Senior,2.0,Delayed,No,Technical Issue,Apple Pay,TVM,KSU,Sulaimaniah,2025-02-22,Female
TKT1007007,1 Month,First Class,350,71,Senior,175.0,On Time,No,,Cash,TVM,STC,Ghornata,2025-02-02,Male
TKT1007008,7 Days,Standard,40,47,Adult,40.0,On Time,No,,Cash,Ticket Office,Alinma,West Station,2025-04-06,Female
TKT1007009,3 Days,Standard,20,37,Adult,20.0,Delayed,No,Technical Issue,Apple Pay,Darb App,Al Nuzha,West Station,2025-04-16,Male
TKT1007010,1 Month,Standard,140,21,University Student,70.0,On Time,No,,Cash,TVM,Alinma,Ad Dar Al Baida,2024-12-22,Female
TKT1007011,3 Days,Standard,20,31,Adult,20.0,Delayed,No,Technical Issue,Apple Pay,Ticket Office,SABB,Al Dooh,2025-04-26,Male
TKT1007012,1 Month,First Class,350,13,School Student,175.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,Ministry of Interior,King Fahad Library,2025-02-22,Female
TKT1007013,2 Hours,Standard,4,61,Senior,2.0,On Time,No,,Apple Pay,Darb App,Al Muruj,Alinma,2025-01-25,Male
TKT1007014,3 Days,Standard,20,65,Senior,10.0,Cancelled,Yes,,Card,Darb App,King Fahad District 2,National Museum,2025-04-09,Female
TKT1007015,1 Month,Standard,140,67,Senior,70.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Bank Albilad,Al Dooh,2025-02-22,Male
TKT1007016,2 Hours,Standard,4,42,Adult,4.0,Cancelled,Yes,,Card,Gate Payment,Al Batha,Al Nuzha,2024-12-26,Female
TKT1007017,1 Month,Standard,140,27,University Student,70.0,Delayed,No,Technical Issue,Cash,TVM,King Fahad District,Manfouha,2025-04-14,Male
TKT1007018,1 Month,First Class,350,58,Adult,350.0,Cancelled,Yes,,Apple Pay,TVM,Qasr Al Hokm,Ministry of Interior,2025-02-23,Female
TKT1007019,1 Month,Standard,140,42,Adult,140.0,Delayed,No,Technical Issue,Apple Pay,Ticket Office,Qasr Al Hokm,Princess Nourah University,2025-01-24,Male
TKT1007020,7 Days,Standard,40,35,Adult,40.0,On Time,No,,Card,TVM,Al Rabi,King Fahad District,2025-03-26,Female
TKT1007021,7 Days,Standard,40,51,Adult,40.0,On Time,No,,Apple Pay,TVM,Al Dhubab,Imam University,2024-12-28,Male
TKT1007022,2 Hours,First Class,10,32,Adult,10.0,On Time,No,,Apple Pay,Gate Payment,Al Muruj,Qasr Al Hokm,2025-03-27,Male
TKT1007023,7 Days,First Class,100,44,Adult,100.0,Delayed,No,Technical Issue,Apple Pay,Gate Payment,Al Dooh,Al Murabba,2025-02-08,Female
TKT1007024,3 Days,First Class,50,42,Adult,50.0,Cancelled,Yes,,Apple Pay,Gate Payment,Al Muruj,West Station,2025-01-08,Male
TKT1007025,3 Days,First Class,50,36,Adult,50.0,Cancelled,Yes,,Apple Pay,TVM,Ministry of Interior,Alinma,2025-02-22,Male
TKT1007026,2 Hours,First Class,10,76,Senior,5.0,Delayed,No,Technical Issue,Card,Darb App,Olaya,King Fahad District 2,2025-01-20,Female
TKT1007027,2 Hours,First Class,10,60,Senior,5.0,Delayed,No,Technical Issue,Cash,TVM,King Saud,Al Nuzha,2025-01-27,Male
TKT1007028,3 Days,First Class,50,14,School Student,25.0,Delayed,No,Technical Issue,Card,Darb App,King Fahad District,King Saud,2024-12-16,Male
TKT1007029,3 Days,First Class,50,69,Senior,25.0,On Time,No,,Apple Pay,Gate Payment,Al Aziziyah,Al Dooh,2025-02-02,Female
TKT1007030,3 Days,First Class,50,46,Adult,50.0,Cancelled,Yes,,Apple Pay,Darb App,Qasr Al Hokm,Al Nuzha,2025-04-18,Male
TKT1007031,3 Days,Standard,20,66,Senior,10.0,Delayed,No,Maintenance,Cash,TVM,Sulaimaniah,Ad Dar Al Baida,2025-04-29,Male
TKT1007032,3 Days,First Class,50,80,Senior,25.0,On Time,No,,Apple Pay,Darb App,King Saud,Imam University,2025-01-06,Female
TKT1007033,3 Days,Standard,20,46,Adult,20.0,Delayed,No,Technical Issue,Apple Pay,Ticket Office,Al Aziziyah,King Fahad Library,2024-12-15,Male
TKT1007034,7 Days,First Class,100,27,University Student,50.0,Delayed,No,Technical Issue,Apple Pay,Darb App,Al Dhubab,STC,2025-01-27,Female
TKT1007035,3 Days,First Class,50,69,Senior,25.0,Cancelled,Yes,,Card,Gate Payment,Al Dhubab,Al Yarmouk,2025-02-15,Female
TKT1007036,7 Days,First Class,100,35,Adult,100.0,On Time,No,,Apple Pay,Ticket Office,Al Worood,Al Muruj,2025-02-22,Male
TKT1007037,7 Days,First Class,100,58,Adult,100.0,Delayed,No,Technical Issue,Apple Pay,Gate Payment,Manfouha,Al Oruba,2025-03-29,Male
TKT1007038,7 Days,First Class,100,35,Adult,100.0,On Time,No,,Cash,TVM,Imam University,KKIA,2025-01-23,Female
TKT1007039,3 Days,Standard,20,71,Senior,10.0,Cancelled,Yes,,Card,Ticket Office,Ad Dar Al Baida,National Museum,2025-02-12,Female
TKT1007040,2 Hours,Standard,4,1,Child,0.0,Delayed,No,Technical Issue,Card,Ticket Office,STC,Al Worood,2025-01-19,Female
TKT1007041,2 Hours,First Class,10,31,Adult,10.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,Manfouha,Bank Albilad,2025-02-16,Female
TKT1007042,3 Days,First Class,50,74,Senior,25.0,Delayed,No,Maintenance,Apple Pay,Darb App,Al Aziziyah,Al Worood,2025-03-26,Male
TKT1007043,3 Days,First Class,50,39,Adult,50.0,Delayed,No,Maintenance,Apple Pay,TVM,Ghornata,Al Nuzha,2024-12-24,Female
TKT1007044,3 Days,First Class,50,80,Senior,25.0,On Time,No,,Card,Darb App,Al Dhubab,King Fahad District 2,2024-12-08,Female
TKT1007045,3 Days,First Class,50,8,School Student,25.0,Cancelled,Yes,,Card,TVM,Princess Nourah University,West Station,2024-12-03,Female
TKT1007046,7 Days,First Class,100,5,Child,0.0,Delayed,No,Technical Issue,Card,TVM,KKIA,Manfouha,2025-01-21,Male
TKT1007047,3 Days,First Class,50,36,Adult,50.0,Cancelled,Yes,,Card,TVM,Al Batha,King Fahad Library,2025-02-12,Female
TKT1007048,7 Days,Standard,40,9,School Student,20.0,Cancelled,Yes,,Cash,TVM,Al Worood,Sulaimaniah,2025-02-22,Male
TKT1007049,3 Days,First Class,50,11,School Student,25.0,On Time,No,,Apple Pay,Darb App,Princess Nourah University,National Museum,2025-04-07,Female
TKT1007050,3 Days,Standard,20,43,Adult,20.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,Al Dooh,Imam University,2025-04-12,Male
TKT1007051,7 Days,Standard,40,20,University Student,20.0,Delayed,No,Maintenance,Card,Gate Payment,Al Rabi,Imam University,2025-01-29,Male
TKT1007052,3 Days,Standard,20,40,Adult,20.0,Delayed,No,Maintenance,Card,Gate Payment,Al Rabi,KAFD,2025-04-23,Female
TKT1007053,1 Month,Standard,140,43,Adult,140.0,Delayed,No,Maintenance,Apple Pay,Darb App,Al Worood,Al Aziziyah,2025-03-20,Male
TKT1007054,7 Days,Standard,40,33,Adult,40.0,On Time,No,,Card,Darb App,Al Aziziyah,Al Batha,2025-03-16,Male
TKT1007055,7 Days,Standard,40,17,School Student,20.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,Imam University,Manfouha,2025-02-15,Female
TKT1007056,1 Month,Standard,140,58,Adult,140.0,Cancelled,Yes,,Apple Pay,Gate Payment,King Fahad District,Al Nuzha,2025-04-26,Female
TKT1007057,7 Days,First Class,100,71,Senior,50.0,Delayed,No,Technical Issue,Card,Gate Payment,Al Dhubab,Al Nuzha,2024-12-31,Female
TKT1007058,3 Days,Standard,20,58,Adult,20.0,Delayed,No,Technical Issue,Card,Gate Payment,KKIA,King Fahad District 2,2025-02-09,Male
TKT1007059,3 Days,Standard,20,26,University Student,10.0,Delayed,No,Technical Issue,Apple Pay,Gate Payment,Al Batha,Al Aziziyah,2024-12-23,Female
TKT1007060,2 Hours,First Class,10,8,School Student,5.0,On Time,No,,Apple Pay,Darb App,King Fahad District 2,KSU,2025-04-24,Male
TKT1007061,3 Days,First Class,50,27,University Student,25.0,Cancelled,Yes,,Cash,Ticket Office,King Fahad Library,Manfouha,2024-12-08,Male
TKT1007062,1 Month,First Class,350,61,Senior,175.0,On Time,No,,Card,Gate Payment,Alinma,Ad Dar Al Baida,2025-04-22,Male
TKT1007063,2 Hours,Standard,4,24,University Student,2.0,Delayed,No,Maintenance,Cash,TVM,King Fahad District 2,Qasr Al Hokm,2025-02-03,Female
TKT1007064,3 Days,Standard,20,28,University Student,10.0,On Time,No,,Card,TVM,West Station,Al Rabi,2025-03-24,Female
TKT1007065,1 Month,Standard,140,43,Adult,140.0,On Time,No,,Card,Darb App,Al Dooh,Al Nuzha,2025-02-03,Male
TKT1007066,2 Hours,First Class,10,12,School Student,5.0,On Time,No,,Apple Pay,Ticket Office,Al Batha,Sulaimaniah,2025-02-22,Male
TKT1007067,7 Days,Standard,40,27,University Student,20.0,Delayed,No,Technical Issue,Apple Pay,Gate Payment,National Museum,King Fahad District 2,2025-02-07,Female
TKT1007068,1 Month,Standard,140,25,University Student,70.0,Delayed,No,Maintenance,Cash,Ticket Office,Al Batha,Qasr Al Hokm,2024-12-28,Male
TKT1007069,3 Days,First Class,50,78,Senior,25.0,On Time,No,,Apple Pay,Gate Payment,STC,SABB,2025-04-28,Female
TKT1007070,7 Days,First Class,100,53,Adult,100.0,Delayed,No,Maintenance,Apple Pay,Darb App,King Fahad Library,Al Worood,2024-12-07,Female
TKT1007071,3 Days,Standard,20,65,Senior,10.0,On Time,No,,Card,Ticket Office,Al Murabba,Imam University,2025-01-04,Male
TKT1007072,2 Hours,Standard,4,52,Adult,4.0,Delayed,No,Technical Issue,Card,Gate Payment,Qasr Al Hokm,KSU,2025-03-30,Female
TKT1007073,3 Days,First Class,50,16,School Student,25.0,On Time,No,,Card,Ticket Office,Alinma,Al Muruj,2025-01-02,Male
TKT1007074,1 Month,First Class,350,28,University Student,175.0,Delayed,No,Technical Issue,Card,Gate Payment,Ministry of Interior,STC,2025-04-30,Male
TKT1007075,2 Hours,Standard,4,64,Senior,2.0,On Time,No,,Card,Darb App,Al Muruj,Al Murabba,2025-04-04,Female
